comparison,SYMBOL,ENTREZID,ENSEMBL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction,significant
WT_3h_ipsilateral_vs_contralateral,Hspa1b,15511,ENSMUSG00000090877,heat shock protein 1B,4.875227564097681,11.356042324135146,30.916606018093766,7.081278492715361e-9,1.359370518716496e-4,9.431913989446969,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Hspa1a,193740,ENSMUSG00000091971,heat shock protein 1A,4.7805534825387355,11.0689360628807,28.330852834392722,1.3161463303653683e-8,1.359370518716496e-4,9.135328608964567,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Ccn2,14219,ENSMUSG00000019997,cellular communication network factor 2,3.2575392018250113,9.414297862787723,27.04214529631177,1.830802045409422e-8,1.359370518716496e-4,8.9651733154328,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Dusp1,19252,ENSMUSG00000024190,dual specificity phosphatase 1,2.802847161444099,10.074144400695173,21.934381801076658,8.046198097814163e-8,4.4807265657202623e-4,8.09594089881073,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Cebpd,12609,ENSMUSG00000071637,CCAAT/enhancer binding protein delta,2.1562932773309225,9.4367226235283,20.574409129995555,1.2633882359677277e-7,5.628394591236227e-4,7.796877834814422,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Apold1,381823,ENSMUSG00000090698,apolipoprotein L domain containing 1,2.347086828891933,8.322948487171512,19.64151833666838,1.7512970454015753e-7,6.398629926001134e-4,7.570744504621679,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Cd14,12475,ENSMUSG00000051439,CD14 antigen,3.52689941532143,7.166120948483634,18.861878791671447,2.3279718384557821e-7,6.398629926001134e-4,7.367155923648756,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Hmox1,15368,ENSMUSG00000005413,heme oxygenase 1,2.3843574866019788,8.600609854939563,18.624970482896114,2.54401684310647e-7,6.398629926001134e-4,7.30246619831024,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Plau,18792,ENSMUSG00000021822,"plasminogen activator, urokinase",2.9450157990745796,6.997911994949422,18.392260733975686,2.7787029616961777e-7,6.398629926001134e-4,7.237580968432308,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Egr3,13655,ENSMUSG00000033730,early growth response 3,-1.3695397924793262,11.140763501284452,-18.305380233517496,2.872561134007243e-7,6.398629926001134e-4,7.213008506378735,Down,TRUE
WT_3h_ipsilateral_vs_contralateral,Junb,16477,ENSMUSG00000052837,jun B proto-oncogene,1.6884739688282426,11.101462224797086,17.193193757211183,4.4566482028968336e-7,8.629502796061601e-4,6.880805815312005,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Btg1,12226,ENSMUSG00000036478,BTG anti-proliferation factor 1,1.5002699845209637,10.371628180692658,16.8448418679788,5.142684671161475e-7,8.629502796061601e-4,6.769617943401565,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Rgs16,19734,ENSMUSG00000026475,regulator of G-protein signaling 16,1.9384905130872783,8.267349826883088,16.820756356084054,5.19439016874656e-7,8.629502796061601e-4,6.761797154307601,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Npas4,225872,ENSMUSG00000045903,neuronal PAS domain protein 4,3.8513042922406626,9.077776867959601,16.7171258189907,5.423705461048817e-7,8.629502796061601e-4,6.727947318952378,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Neat1,66961,ENSMUSG00000092274,nuclear paraspeckle assembly transcript 1 (non-protein coding),1.698310031543544,9.076189637472359,15.807177149797587,8.016253216025653e-7,0.0011293954387576154,6.416200698414938,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Otud1,71198,ENSMUSG00000043415,OTU domain containing 1,1.5622260961145624,8.84166812404702,15.780169779228846,8.112380255946957e-7,0.0011293954387576154,6.406532966631525,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Klf2,16598,ENSMUSG00000055148,Kruppel-like transcription factor 2 (lung),2.1105163042366613,9.185247148488108,15.30945498605833,1.0017377356887397e-6,0.0013125710624980397,6.2339693841529815,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Ccl2,20296,ENSMUSG00000035385,C-C motif chemokine ligand 2,5.158244711210763,5.683844963120519,15.018455837042087,1.144801128183729e-6,0.0014155062271327074,6.123320167742429,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Dnajb1,81489,ENSMUSG00000005483,DnaJ heat shock protein family (Hsp40) member B1,1.5286914345201232,11.12678950590996,14.743284976067521,1.3017810520929092e-6,0.0014155062271327074,6.015779596542634,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Dusp5,240672,ENSMUSG00000034765,dual specificity phosphatase 5,1.4032376656851486,8.918556801459765,14.658883704370771,1.354729636597201e-6,0.0014155062271327074,5.98221223778911,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Grin2b,14812,ENSMUSG00000030209,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",-1.3711255773647704,13.058374853386967,-14.59595347559933,1.3958021705067248e-6,0.0014155062271327074,5.957003172495725,Down,TRUE
WT_3h_ipsilateral_vs_contralateral,Sertm1,329641,ENSMUSG00000056306,serine rich and transmembrane domain containing 1,-1.0868115814043229,11.365563414282088,-14.534885935792003,1.4370161480159897e-6,0.0014155062271327074,5.932391177019596,Down,TRUE
WT_3h_ipsilateral_vs_contralateral,Hspb1,15507,ENSMUSG00000004951,heat shock protein 1,3.4856138816269695,8.852660763319758,14.499431096897583,1.4615776980494846e-6,0.0014155062271327074,5.918034012468905,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Spp1,20750,ENSMUSG00000029304,secreted phosphoprotein 1,2.5773826605870624,7.253470920046931,14.295626589103353,1.6123605695304457e-6,0.0014559922729578284,5.834526184870533,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Csf1,12977,ENSMUSG00000014599,colony stimulating factor 1 (macrophage),2.250281673114232,9.447522960395673,14.20752473511977,1.6829537122817253e-6,0.0014559922729578284,5.79790357219413,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Bdnf,12064,ENSMUSG00000048482,brain derived neurotrophic factor,-1.544589075504053,10.187541147832423,-14.187511619620308,1.6994747069316964e-6,0.0014559922729578284,5.7895398108091225,Down,TRUE
WT_3h_ipsilateral_vs_contralateral,Sik1,17691,ENSMUSG00000024042,salt inducible kinase 1,1.5782140831895095,9.803597982764712,14.065743542802743,1.8040549760962034e-6,0.0014883453552793679,5.738291799567692,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Amotl2,56332,ENSMUSG00000032531,angiomotin-like 2,2.6218779785035853,9.88136251378181,13.734594495963497,2.1274512897751315e-6,0.0016708382633086555,5.595736523163639,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Ccl4,20303,ENSMUSG00000018930,C-C motif chemokine ligand 4,6.758242310964302,5.281951100080439,13.656399085919183,2.213119227520185e-6,0.0016708382633086555,5.561378920297193,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Angpt2,11601,ENSMUSG00000031465,angiopoietin 2,2.117060214133077,7.528387513346134,13.623535269270443,2.2502872233113204e-6,0.0016708382633086555,5.546858353099211,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Ier3,15937,ENSMUSG00000003541,immediate early response 3,3.064796742158543,7.4820954420100945,13.407382224001589,2.513170481396727e-6,0.0018058345959068415,5.4501443069873545,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Apln,30878,ENSMUSG00000037010,apelin,2.6732808556161727,9.081532341165481,13.270599138108714,2.6974943347280244e-6,0.0018777089470645857,5.387840494633407,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Hes1,15205,ENSMUSG00000022528,hes family bHLH transcription factor 1,1.8125911964591515,8.248729873468072,13.2086117102195,2.7860435938530436e-6,0.0018805794258508046,5.359319107602795,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Klf9,16601,ENSMUSG00000033863,Kruppel-like transcription factor 9,-1.0256232629836006,12.099540132233734,-13.071092687669013,2.9945213818276095e-6,0.0019618518758885294,5.295397005033811,Down,TRUE
WT_3h_ipsilateral_vs_contralateral,Cdh5,12562,ENSMUSG00000031871,cadherin 5,1.0880354151191778,9.619786532767794,12.937244186361163,3.2145922440831472e-6,0.002045858349627203,5.232311233385248,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Id1,15901,ENSMUSG00000042745,"inhibitor of DNA binding 1, HLH protein",1.4092638388672025,9.711565548008597,12.882506939932195,3.3098333429400593e-6,0.002047959380944162,5.206261572705477,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Cited2,17684,ENSMUSG00000039910,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",1.172859245592928,9.839728509377943,12.818688202984347,3.424942901983544e-6,0.002060536779442975,5.175704118354227,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Nuak2,74137,ENSMUSG00000009772,"NUAK family, SNF1-like kinase, 2",2.085098174386184,6.907324747240748,12.770343266130922,3.515169365604177e-6,0.002060536779442975,5.152421563129993,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,D5Ertd579e,320661,ENSMUSG00000029190,"DNA segment, Chr 5, ERATO Doi 579, expressed",-0.8964545188456707,11.261335763492944,-12.521392735318193,4.024687368274716e-6,0.0022987156699569053,5.030667227378496,Down,TRUE
WT_3h_ipsilateral_vs_contralateral,Fam126b,NA,NA,NA,-0.9627694071787776,10.576240163521227,-12.320514906938834,4.497363208154442e-6,0.0025044691365410047,4.930099446514527,Down,TRUE
WT_3h_ipsilateral_vs_contralateral,Id3,15903,ENSMUSG00000007872,inhibitor of DNA binding 3,0.9815828813156546,10.642528363297293,12.205005462744237,4.797529988471376e-6,0.0025620580709791963,4.8713062510772325,Up,TRUE
WT_3h_ipsilateral_vs_contralateral,Dll4,54485,ENSMUSG00000027314,delta like canonical Notch ligand 4,1.6072102649799476,7.810066606987515,12.187012789195292,4.846301854872363e-6,0.0025620580709791963,4.86208379854402,Up,TRUE
